"---PBT Bankroll Export---"
id,starttime,endtime,breakminutes,playingminutes,variant,game,limit,tablesize,location,type,currency,exchangerate,buyin,cashout,netprofit,grossprofit,rebuys,rebuycosts,addoncosts,bounties,bountycosts,smallblind,bigblind,3rdblind,ante,expenses,expensesfromstack,handsperhour,place,player,itm,mttname,startstack,private,casinoid,staking,stakingpercent,sharesincomings,sharesoutgoings,stakingplayer,sessionnote,tags,notes,chipgraph,updatetimes
6712928,"2024-11-26 18:30:00","2024-11-27 00:34:00",0,364,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,400,525,125,125,0,0,,,,1,3,0,0,0,0,25,,,,,,no,,no,0,0,0,,,,[],[],[]
6696607,"2024-11-23 13:30:00","2024-11-24 00:43:00",0,673,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,400,281,-119,-119,0,0,,,,1,3,0,0,0,0,25,,,,,,no,,no,0,0,0,,,,[],[],[]
6690683,"2024-11-22 13:00:00","2024-11-23 01:03:00",0,723,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,400,705,305,305,0,0,,,,1,3,0,0,0,0,25,,,,,,no,,no,0,0,0,,,,[],[],[]
6684069,"2024-11-21 18:40:00","2024-11-22 00:05:00",0,325,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,400,888,488,488,0,0,,,,1,3,0,0,0,0,25,,,,,,no,,no,0,0,0,,,,[],[],[]
6678516,"2024-11-20 19:30:00","2024-11-21 00:55:00",0,325,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,400,605,205,205,0,0,,,,1,3,0,0,0,0,25,,,,,,no,,no,0,0,0,,,,[],[],[]
6672992,"2024-11-19 18:20:00","2024-11-20 01:42:00",0,442,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,616,514,-102,-102,0,0,,,,1,3,0,0,0,0,25,,,,,,no,,no,0,0,0,,,,[],[],[]
6667715,"2024-11-18 19:20:00","2024-11-19 00:46:00",0,326,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,600,361,-239,-239,0,0,,,,1,3,0,0,0,0,25,,,,,,no,,no,0,0,0,,"fuck this day. Couldnt connect w rhe board in any meaningful way, KK got fked twice. 

i did make a tilted call on a river A with KK vs a dtraightforward player so 4/10",,[],[],[]
6656445,"2024-11-16 12:40:00","2024-11-17 01:30:00",0,770,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,800,605,-195,-195,0,0,,,,1,3,0,0,0,0,25,,,,,,no,,no,0,0,0,,,,[],[],[]
6650269,"2024-11-15 13:25:00","2024-11-16 00:45:00",0,680,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,600,430,-170,-170,0,0,,,,1,3,0,0,0,0,25,,,,,,no,,no,0,0,0,,,,[],[],[]
6643818,"2024-11-14 19:00:00","2024-11-15 00:40:00",0,340,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,600,620,20,20,0,0,,,,1,3,0,0,0,0,25,,,,,,no,,no,0,0,0,,,,[],[],[]
6636281,"2024-11-13 19:00:00","2024-11-14 02:47:00",0,467,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,600,657,57,57,0,0,,,,1,3,0,0,0,0,25,,,,,,no,,no,0,0,0,,,,[],[],[]
6631001,"2024-11-12 18:20:00","2024-11-13 00:26:00",0,366,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,400,904,504,504,0,0,,,,1,3,0,0,0,0,25,,,,,,no,,no,0,0,0,,,,[],[],[]
6625668,"2024-11-11 18:30:00","2024-11-12 00:30:00",0,360,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,480,546,66,66,0,0,,,,1,3,0,0,0,0,25,,,,,,no,,no,0,0,0,,"i cant check the nuts on the river 2/3 to talk. 6/10",,[],[],[]
6607398,"2024-11-08 13:05:00","2024-11-09 00:53:00",0,708,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,500,377,-123,-123,0,0,,,,1,3,0,0,0,0,25,,,,,,no,,no,0,0,0,,"I was waiting for 1-3 at 1-2 , aplayer straight opened to 40$, 250$ deep. My face was like wtf and 3-4 guys said yeah he's doing it blind the whole night. I shove he called, to the river they are like yeah he's blind. He had AA

He did look ar rhe fucking cards but  he did play like shit adterwards

I played a straight poorly, paired T on the river, turn was checked through, a fish bet the pot, and I didn’t raise fearing a fh wtf 🤣🤣

overall-6/10",,[],[],[]
6600416,"2024-11-07 18:32:00","2024-11-08 00:41:00",0,369,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,1150,356,-794,-794,0,0,,,,1,3,0,0,0,0,25,,,,,,no,,no,0,0,0,,"KK vs QQ short stack and he shoves Q high flop.

A blunder: I had AKo and 3-bet it, a player who previously didn’t 3-bet AK (call-call a 3 bet pre) shoved for 180$ more (I 3-bet to 30$) and I still called.


since i blundered, and not many spots since cards dead, 5/10",,[],[],[]
6594169,"2024-11-06 18:25:00","2024-11-07 00:20:00",0,355,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,400,428,28,28,0,0,,,,1,3,0,0,0,0,25,,,,,,no,,no,0,0,0,,,,[],[],[]
6589390,"2024-11-05 18:20:00","2024-11-06 00:30:00",0,370,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,600,378,-222,-222,0,0,,,,1,3,0,0,0,0,25,,,,,,no,,no,0,0,0,,"I called down with A4 on TT623 board because glush draw missed, vs a check raise on turn overbet river. bad call. 6/10",,[],[],[]
6583373,"2024-11-04 18:25:00","2024-11-05 00:35:00",0,370,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,400,825,425,425,0,0,,,,1,3,0,0,0,0,25,,,,,,no,,no,0,0,0,,,,[],[],[]
6572208,"2024-11-02 12:45:00","2024-11-03 00:55:00",0,730,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,400,1160,760,760,0,0,,,,1,3,0,0,0,0,25,,,,,,no,,no,0,0,0,,,,[],[],[]
6564732,"2024-11-01 12:30:00","2024-11-02 00:23:00",0,713,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,400,984,584,584,0,0,,,,1,3,0,0,0,0,25,,,,,,no,,no,0,0,0,,,,[],[],[]
6555841,"2024-10-31 18:14:00","2024-11-01 00:08:00",0,354,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,400,970,570,570,0,0,,,,1,3,0,0,0,0,25,,,,,,no,,no,0,0,0,,,,[],[],[]
6539192,"2024-10-28 19:07:00","2024-10-28 23:34:00",0,267,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,400,215,-185,-185,0,0,,,,1,3,0,0,0,0,25,,,,,,no,,no,0,0,0,,,,[],[],[]
6504625,"2024-10-25 10:14:00","2024-10-25 18:06:00",0,472,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,1100,460,-640,-640,0,0,,,,1,3,0,0,0,0,25,,,,,,no,,no,0,0,0,,"Limped pot, I have 96s.
Flop 66Tr I check- call 20.
Turn A, I check-call 40$
River 9, I check he bets 120$ I shove for 350$ thinking he never has TT, he snapped with AS",,[],[],[]
6499982,"2024-10-24 18:35:00","2024-10-24 23:29:00",0,294,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,600,807,207,207,0,0,,,,1,3,0,0,0,0,25,,,,,,no,,no,0,0,0,,,,[],[],[]
6494406,"2024-10-23 18:16:00","2024-10-23 23:59:00",0,343,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,400,890,490,490,0,0,,,,1,3,0,0,0,0,25,,,,,,no,,no,0,0,0,,,,[],[],[]
6482724,"2024-10-21 19:16:00","2024-10-22 00:41:00",0,325,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,500,408,-92,-92,0,0,,,,1,3,0,0,0,0,25,,,,,,no,,no,0,0,0,,"i played well, was cooler in a 3-bet pot with AK on a A78r board vs 77, also check-raised 88 on 776r board and he had Q7o so he raised over that 🤣",,[],[],[]
6471235,"2024-10-19 17:47:00","2024-10-19 22:33:00",0,286,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,400,767,367,367,0,0,,,,1,3,0,0,0,0,25,,,,,,no,,no,0,0,0,,,,[],[],[]
6465509,"2024-10-18 19:10:00","2024-10-19 00:05:00",0,295,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,400,375,-25,-25,0,0,,,,1,3,0,0,0,0,25,,,,,,no,,no,0,0,0,,"cards dead as fk",,[],[],[]
6451680,"2024-10-16 18:21:00","2024-10-17 00:00:00",0,339,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,700,704,4,4,0,0,,,,1,3,0,0,0,0,25,,,,,,no,,no,0,0,0,,,,[],[],[]
6441085,"2024-10-15 16:30:00","2024-10-15 22:38:00",0,368,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,700,1256,556,556,0,0,,,,1,3,0,0,0,0,25,,,,,,no,,no,0,0,0,,,,[],[],[]
6410770,"2024-10-10 17:38:00","2024-10-11 00:16:00",0,398,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,400,500,100,100,0,0,,,,1,3,0,0,0,0,25,,,,,,no,,no,0,0,0,,"I played QQ terriblly, flop J77ss turn 2 river Q, i check called flop and turn, he checks back river with 75. i put him on a J a lot, needed to bet that missed spades draw for sure.",,[],[],[]
6405373,"2024-10-09 18:00:00","2024-10-10 00:22:00",0,382,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,600,410,-190,-190,0,0,,,,1,3,0,0,0,0,25,,,,,,no,,no,0,0,0,,"session started as i 3-bet and double barrrled 2 streets (110$+55$+25$), and ended with me checking down AA. I should value bet more.",,[],[],[]
6390999,"2024-10-07 17:45:00","2024-10-08 00:07:00",0,382,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,800,644,-156,-156,0,0,,,,1,3,0,0,0,0,25,,,,,,no,,no,0,0,0,,"a fish who bluffed all in twice in the 30 mins before this hand, flatted KK when i had QQ, abd raised-shoved on 622r flop",,[],[],[]
6379441,"2024-10-05 14:50:00","2024-10-06 00:55:00",0,605,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,500,905,405,405,0,0,,,,1,3,0,0,0,0,25,,,,,,no,,no,0,0,0,,,,[],[],[]
6371935,"2024-10-04 18:15:00","2024-10-04 23:51:00",0,336,"Cash Game","Texas Holdem","No Limit",Full-Ring,"Casino Montreal",Casino,CAD,1,700,520,-180,-180,0,0,,,,1,3,0,0,0,0,25,,,,,,no,,no,0,0,0,,"lost with AA vs KK",,[],[],[]
6365247,"2024-10-03 19:20:00","2024-10-03 23:46:00",0,266,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,600,662,62,62,0,0,,,,1,3,0,0,0,0,25,,,,,,no,,no,0,0,0,,,,[],[],[]
6359434,"2024-10-02 18:10:00","2024-10-02 23:54:00",0,344,"Cash Game","Texas Holdem","No Limit",Full-Ring,"Casino Montreal",Casino,CAD,1,450,482,32,32,0,0,,,,1,3,0,0,0,0,25,,,,,,no,,no,0,0,0,,"cards dead af until the last 15 mins.",,[],[],[]
6353323,"2024-10-01 18:55:00","2024-10-01 23:56:00",0,301,"Cash Game","Texas Holdem","No Limit",Full-Ring,"Casino Montreal",Casino,CAD,1,250,542,292,292,0,0,,,,1,3,0,0,0,0,25,,,,,,no,,no,0,0,0,,,,[],[],[]
6347843,"2024-09-30 17:26:00","2024-09-30 23:54:00",0,388,"Cash Game","Texas Holdem","No Limit",Full-Ring,"Casino Montreal",Casino,CAD,1,400,561,161,161,0,0,,,,1,3,0,0,0,0,25,,,,,,no,,no,0,0,0,,,,[],[],[]
6341594,"2024-09-29 18:35:00","2024-09-29 21:40:00",0,185,"Cash Game","Texas Holdem","No Limit",Full-Ring,"Casino Montreal",Casino,CAD,1,400,460,60,60,0,0,,,,1,3,0,0,0,0,25,,,,,,no,,no,0,0,0,,,,[],[],[]
6323404,"2024-09-26 16:43:00","2024-09-27 00:40:00",0,477,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,900,373,-527,-527,0,0,,,,1,3,0,0,0,0,25,,,,,,no,,no,0,0,0,,"shit happened. I 4-bet AA to 45$ on a 1-2 table flop came T92r, he checked, i bet 30$ he shoved for 100$ and had TT. I called a 3-bet with KTs, flop J8x, he checked raised me, i tried to steal the pot eith 95o as BU vs a limper and a tight BB didnt work out. I 3-bet AJs flop A24, AQ check raised me, and bet again on the river. what a shit day.",,[],[],[]
6317619,"2024-09-25 16:19:00","2024-09-26 00:02:00",0,463,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,1100,1115,15,15,0,0,,,,1,3,0,0,0,0,25,,,,,,no,,no,0,0,0,,"Played well and made a nice comeback after a horrific start (3 AK 3 losses was down 700$).",,[],[],[]
6312213,"2024-09-24 15:34:00","2024-09-25 00:07:00",0,513,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,400,301,-99,-99,0,0,,,,1,3,0,0,0,0,25,,,,,,no,,no,0,0,0,,"I called a 100$ pot sized river bet with Ah when the board had three hearts and 4 to a straight. He had the straight. I think it's bad because it is an underbluffed spot and thinking that have Ah I will call isnt a good reason.",,[],[],[]
6304520,"2024-09-23 19:05:00","2024-09-24 00:00:00",0,295,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,400,494,94,94,0,0,,,,1,3,0,0,0,0,25,,,,,,no,,no,0,0,0,,,,[],[],[]
6292567,"2024-09-21 20:30:00","2024-09-21 23:51:00",0,201,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,400,550,150,150,0,0,,,,1,3,0,0,0,0,25,,,,,,no,,no,0,0,0,,,,[],[],[]
6287966,"2024-09-20 18:44:00","2024-09-21 05:52:00",0,668,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,400,1453,1053,1053,0,0,,,,1,3,0,0,0,0,25,,,,,,no,,no,0,0,0,,,,[],[],[]
6277368,"2024-09-19 18:56:00","2024-09-20 00:38:00",0,342,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,900,395,-505,-505,0,0,,,,1,3,0,0,0,0,25,,,,,,no,,no,0,0,0,,"966 99, i only check call 5 way like a retard on tbe flop.

TT vs a nit, he goes 100$ into 100$ on a 789r flop, i shove he tank calls with JJ",,[],[],[]
6271375,"2024-09-18 19:11:00","2024-09-19 00:04:00",0,293,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,400,677,277,277,0,0,,,,1,3,0,0,0,0,25,,,,,,no,,no,0,0,0,,,,[],[],[]
6265728,"2024-09-17 18:47:00","2024-09-17 23:48:00",0,301,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,500,490,-10,-10,0,0,,,,1,3,0,0,0,0,25,,,,,,no,,no,0,0,0,,,,[],[],[]
6255613,"2024-09-15 18:45:00","2024-09-16 00:40:00",0,355,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,500,336,-164,-164,0,0,,,,1,3,0,0,0,0,25,,,,,,no,,no,0,0,0,,"AKo I 3-bet to 85$, a wide straightforward player tank calls, flop comes AJ3 check check, turn K he leads 100$ I call, brick river he shoves 350$ more, i think i made a good fold.",,[],[],[]
6249469,"2024-09-14 19:45:00","2024-09-14 23:49:00",0,244,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,500,438,-62,-62,0,0,,,,1,3,0,0,0,0,25,,,,,,no,,no,0,0,0,,,,[],[],[]
6243771,"2024-09-13 17:49:00","2024-09-14 00:14:00",0,385,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,600,367,-233,-233,0,0,,,,1,2,0,0,0,0,25,,,,,,no,,no,0,0,0,,,,[],[],[]
6237386,"2024-09-12 18:30:00","2024-09-13 00:03:00",0,333,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,400,570,170,170,0,0,,,,1,2,0,0,0,0,25,,,,,,no,,no,0,0,0,,,,[],[],[]
6232201,"2024-09-11 18:31:00","2024-09-12 00:30:00",0,359,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,500,1770,1270,1270,0,0,,,,1,3,0,0,0,0,25,,,,,,no,,no,0,0,0,,,,[],[],[]
6223733,"2024-09-10 16:20:00","2024-09-10 23:57:00",0,457,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,400,962,562,562,0,0,,,,1,3,0,0,0,0,25,,,,,,no,,no,0,0,0,,,,[],[],[]
6218576,"2024-09-09 19:00:00","2024-09-10 00:30:00",0,330,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,400,515,115,115,0,0,,,,1,3,0,0,0,0,25,,,,,,no,,no,0,0,0,,,,[],[],[]
6198807,"2024-09-06 18:45:00","2024-09-07 05:50:00",0,665,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,400,468,68,68,0,0,,,,1,3,0,0,0,0,25,,,,,,no,,no,0,0,0,,,,[],[],[]
6185997,"2024-09-04 17:09:00","2024-09-05 00:38:00",0,449,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,1400,383,-1017,-1017,0,0,,,,1,3,0,0,0,0,25,,,,,,no,,no,0,0,0,,"I flat AKs 20$ on the button. Pot 100$. An aggressive player raises 35$ a K63hhc. Icalled another caller. 200$  in the pot. Turn 8c he bets 140$ I call, pot is 480. River 3c he shoves for 320$  I snap, he has 53 spades :(


AJ cc UTG+1 straddled pot $15 2 callers.
Flop comes 52Tcch checked through.
Turn As I bet $15 co raised to $35 I call.
River a blank he bets $45, I call he has 55

BB went all in blind for 91$ i call with A9o on sb and lost despite having 2-pair",,[],[],[]
6158062,"2024-08-30 21:39:00","2024-08-30 22:47:00",0,68,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,600,462,-138,-138,0,0,,,,1,3,0,0,0,0,25,,,,,,no,,no,0,0,0,,"QQ idk why I called 25 on 7899T board. Pure tilt?

I open KK a limper calls, flop QJ4, I bet 10 he calls, turn 6 I bet $35 he calls river A check check he has AJ 🤣",,[],[],[]
6153610,"2024-08-29 19:20:00","2024-08-30 05:13:00",0,593,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,1950,1076,-874,-874,0,0,,,,2,5,0,0,0,0,25,,,,,,no,,no,0,0,0,,"AKo, I 3-bet to 80, flop check-check, turn I check he bets 90 I call, river I check he bets 120$, I estimated he has a middling hand, I shoved, he almost snaps with TT.

AQo I 3-bet to 45$, shoves 125$, he has KK

I open KThh one caller. Flop Kxx 3 spades he check I check back. Turn brick he bets 25 I call. River K he  bets 50 I call

I 3-bet black AA to $60 one caller. Flop T96 hhd I check he bets 30$ I call, turn 6d he bets $150 I call, river T I check he checks back, he has 78 🤣

QQ with Qs flop 5T9sss I called down (90,40,25), he had 55.",,[],[],[]
6146945,"2024-08-28 16:41:00","2024-08-28 22:45:00",0,364,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,900,575,-325,-325,0,0,,,,1,3,0,0,0,0,25,,,,,,no,,no,0,0,0,,"I opened QJdd flop came Jxx two diamonds, a player with AJ raised, and bet half (85$) pot on the turn .

I 4-bet TT flop came Kxx the guy said he had Aak (I bet 30% flop, checked turn, J river I folded to a jam)",,[],[],[]
6143422,"2024-08-28 10:40:00","2024-08-28 15:09:00",0,269,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,900,930,30,30,0,0,,,,1,3,0,0,0,0,25,,,,,,no,,no,0,0,0,,"I had AKo board was AT64 two spades, a player led for 60$ on a 90$ pot with $150$ behind, I shove, he called and had QJss, ran it 3 times, and I lost all 3 times (KK and spade).",,[],[],[]
6138779,"2024-08-27 11:06:00","2024-08-27 15:56:00",0,290,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,500,605,105,105,0,0,,,,1,3,0,0,0,0,25,,,,,,no,,no,0,0,0,,,,[],[],[]
6135616,"2024-08-26 20:07:00","2024-08-27 00:09:00",0,242,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,700,905,205,205,0,0,,,,2,5,0,0,0,0,25,,,,,,no,,no,0,0,0,,,,[],[],[]
6133742,"2024-08-26 11:09:00","2024-08-26 16:13:00",0,304,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,1100,1630,530,530,0,0,,,,2,5,0,0,0,0,25,,,,,,no,,no,0,0,0,,,,[],[],[]
6126296,"2024-08-24 12:10:00","2024-08-25 08:23:00",0,1213,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,1750,1285,-465,-465,0,0,,,,1,3,0,0,0,0,25,,,,,,no,,no,0,0,0,,"54dd flop comes Ad4c3d, I check-raise flop to 100$, called. Blank turn, Shoved  turn for 450$ snapped by 44.

Limp-raise AKo to 125$, called by 2, flop is T55 :(

A player raise to 20 I had KJss, flopped double gutter bd flush and called a had pot bet on the flop even though he was short

A player opened an abnormal of 25$ I had 22 and didn’t hit it, he had KK (AK won against him).


Lost another QQ vs AK (200$)",,[],[],[]
6118608,"2024-08-23 17:55:00","2024-08-24 00:42:00",0,407,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,1100,500,-600,-600,0,0,,,,1,3,0,0,0,0,25,,,,,,no,,no,0,0,0,,"I shoved QQ in a triple straddle pot, AKo called, rivered a K.",,[],[],[]
6107027,"2024-08-21 17:00:00","2024-08-21 23:55:00",0,415,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,600,1500,900,900,0,0,,,,1,3,0,0,0,0,25,,,,,,no,,no,0,0,0,,,,[],[],[]
6083428,"2024-08-17 18:12:00","2024-08-17 23:44:00",0,332,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,700,1099,399,399,0,0,,,,1,3,0,0,0,0,25,,,,,,no,,no,0,0,0,,,,[],[],[]
6077768,"2024-08-16 18:20:00","2024-08-17 01:55:00",0,455,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,800,865,65,65,0,0,,,,1,3,0,0,0,0,25,,,,,,no,,no,0,0,0,,"So... I'm on the BU with AKo, HJ opens to 15 CO calls, I 3-bet to 50$ (yeah it's a mistake, immediately I was like its too small forgot to add the caller), HJ calls, CO raises to 150$. CO is an older tightish gentleman, no other reads in him. 550$ behind, he had AA, I shoved and rivered a straight.

Shoved JJ vs a small stack of 250, vs AQo ran twice and lost twice 

LJ opens for 30$, HJ calls, I 3-bet  AKo from BU,short stack sb shoves for less,LJ calls HJ shoves for 900$, I folded, he had AKs

AKs I 3-bet to $130, 2 callers, board comes QQ3 I c-bet 100$ they both call :(

53s 678ddc flop 7 turn I bet 50$ into 50$ he calls, river 2 I bet 100$ he called",,[],[],[]
6071461,"2024-08-15 16:42:00","2024-08-16 00:45:00",0,483,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,1975,874,-1101,-1101,0,0,,,,1,3,0,0,0,0,25,,,,,,no,,no,0,0,0,,"I opened AKo UTG+2 with 550 effective, BU called, BB 3-bet to 60, I shoved, got snapped by AA.",,[],[],[]
6065027,"2024-08-14 16:52:00","2024-08-15 00:15:00",0,443,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,1000,675,-325,-325,0,0,,,,1,3,0,0,0,0,25,,,,,,no,,no,0,0,0,,"KK flop J82 rainbow fish leads, call, I call button calls. Turn 4, fish shoves for 100, call, I shove l, call, call, someone had 22 (the first caller).",,[],[],[]
6044258,"2024-08-10 15:00:00","2024-08-10 23:40:00",0,520,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,700,1380,680,680,0,0,,,,2,5,0,0,0,0,25,,,,,,no,,no,0,0,0,,,,[],[],[]
6038426,"2024-08-09 16:00:00","2024-08-10 02:45:00",0,645,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,895,581,-314,-314,0,0,,,,2,5,0,0,0,0,25,,,,,,no,,no,0,0,0,,"had a 1100$ win, and lost it with those 3 hands:

1. i called JJ vs UTG raise and shoved it vs UTG+2 3-bet. He had QQ. I think it's a clear mistake, but not sure how big.

2. With KK with Ks i called on the river when flop was 3 spades and board was 1 to a straight (6). somehow he had 65s even thiugh it was a 3-bet pot.

3. I 4 bet 65hh to 200$ and was shoved by AK.


I'm not sure how bad 2,3 are if at all, but 1 is a clear mistake. 6/10",,[],[],[]
6031719,"2024-08-08 15:43:00","2024-08-09 00:44:00",0,541,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,2400,565,-1835,-1835,0,0,,,,2,5,0,0,0,0,25,,,,,,no,,no,0,0,0,,"AKo vs TT twice and lost (600), JJ 3-bet bit K on the flop, called flop folded turn another 100, AThh I checked raised on a heart draw, continued when open ended came, and shoved the river (800)

AK into KK won 1/3.",,[],[],[]
6024313,"2024-08-07 12:45:00","2024-08-07 18:05:00",0,320,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,700,1411,711,711,0,0,,,,2,5,0,0,0,0,25,,,,,,no,,no,0,0,0,,,,[],[],[]
5999738,"2024-08-03 15:35:00","2024-08-04 05:00:00",0,805,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,800,1180,380,380,0,0,,,,2,5,0,0,0,0,25,,,,,,no,,no,0,0,0,,,,[],[],[]
5991934,"2024-08-02 15:30:00","2024-08-03 01:04:00",0,574,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,800,950,150,150,0,0,,,,2,5,0,0,0,0,25,,,,,,no,,no,0,0,0,,,,[],[],[]
5984789,"2024-08-01 15:12:00","2024-08-02 00:32:00",0,560,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,580,1076,496,496,0,0,,,,2,5,0,0,0,0,25,,,,,,no,,no,0,0,0,,,,[],[],[]
5971087,"2024-07-30 14:28:00","2024-07-30 19:35:00",0,307,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,600,1146,546,546,0,0,,,,2,5,0,0,0,0,25,,,,,,no,,no,0,0,0,,,,[],[],[]
5955018,"2024-07-27 15:58:00","2024-07-28 00:30:00",0,512,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,800,935,135,135,0,0,,,,2,5,0,0,0,0,25,,,,,,no,,no,0,0,0,,,,[],[],[]
5948924,"2024-07-26 18:05:00","2024-07-27 00:30:00",0,385,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,700,698,-2,-2,0,0,,,,2,5,0,0,0,0,25,,,,,,no,,no,0,0,0,,,,[],[],[]
