"---PBT Bankroll Export---"
id,starttime,endtime,breakminutes,playingminutes,variant,game,limit,tablesize,location,type,currency,exchangerate,buyin,cashout,netprofit,grossprofit,rebuys,rebuycosts,addoncosts,bounties,bountycosts,smallblind,bigblind,3rdblind,ante,expenses,expensesfromstack,handsperhour,place,player,itm,mttname,startstack,private,casinoid,staking,stakingpercent,sharesincomings,sharesoutgoings,stakingplayer,sessionnote,tags,notes,chipgraph,updatetimes
5943020,"2024-07-25 15:42:00","2024-07-26 00:21:00",0,519,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,600,1681,1081,1081,0,0,,,,2,5,0,0,0,0,25,,,,,,no,,no,0,0,0,,,,[],[],[]
5907783,"2024-07-19 15:10:00","2024-07-20 06:00:00",0,890,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,3400,750,-2650,-2650,0,0,,,,2,5,0,0,0,0,25,,,,,,no,,no,0,0,0,,,,[],[],[]
5900710,"2024-07-18 15:35:00","2024-07-19 00:44:00",0,549,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,600,1045,445,445,0,0,,,,2,5,0,0,0,0,25,,,,,,no,,no,0,0,0,,,,[],[],[]
5895345,"2024-07-17 15:06:00","2024-07-18 00:05:00",0,539,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,600,1350,750,750,0,0,,,,2,5,0,0,0,0,25,,,,,,no,,no,0,0,0,,"I was too deep for comfort, and only called on the river with 99 on a AT945 board(!). Rediculous as fk. Otherwise, I did 4-bet A3ss, and was cards dead exxept for KK vs a whale. idk. i need to think more during hands, and never play deeper than 2 buy ins unless i feel comfortable playing for all of it. a very wrak performance, 5/10",,[],[],[]
5890347,"2024-07-16 15:34:00","2024-07-17 00:42:00",0,548,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,1800,565,-1235,-1235,0,0,,,,2,5,0,0,0,0,25,,,,,,no,,no,0,0,0,,"QQ 722 he had A2s on a 3-bet pot.

On a 3-bet pot, A74 rainbow, a short stacker shoved with 56 on the flop,and got there, I had  AKs

I had AA, 3-bet to 80, Aj8 rainbow flop, 
He rivered a straight with AT 🤣",,[],[],[]
5872734,"2024-07-13 19:10:00","2024-07-14 01:02:00",0,352,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,1400,1195,-205,-205,0,0,,,,2,5,0,0,0,0,25,,,,,,no,,no,0,0,0,,"I had top full house vs quads lol",,[],[],[]
5866348,"2024-07-12 18:51:00","2024-07-13 00:43:00",0,352,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,600,899,299,299,0,0,,,,2,5,0,0,0,0,25,,,,,,no,,no,0,0,0,,,,[],[],[]
5858370,"2024-07-11 18:27:00","2024-07-12 00:35:00",0,368,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,600,749,149,149,0,0,,,,2,5,0,0,0,0,25,,,,,,no,,no,0,0,0,,,,[],[],[]
5822479,"2024-07-05 18:27:00","2024-07-06 01:40:00",0,433,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,1000,1625,625,625,0,0,,,,2,5,0,0,0,0,25,,,,,,no,,no,0,0,0,,,,[],[],[]
5745711,"2024-06-22 19:45:00","2024-06-22 22:52:00",0,187,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,1200,2395,1195,1195,0,0,,,,2,5,0,0,0,0,25,,,,,,no,,no,0,0,0,,"lost with AA all in on the flop vs pair and gutshot, won with AK high 4 way all in",,[],[],[]
5740809,"2024-06-21 20:36:00","2024-06-22 05:27:00",0,531,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,800,1325,525,525,0,0,,,,2,5,0,0,0,0,25,,,,,,no,,no,0,0,0,,,,[],[],[]
5733060,"2024-06-20 22:00:00","2024-06-21 00:35:00",0,155,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,600,1138,538,538,0,0,,,,2,5,0,0,0,0,25,,,,,,no,,no,0,0,0,,,,[],[],[]
5728599,"2024-06-19 20:51:00","2024-06-20 05:30:00",0,519,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,1100,1305,205,205,0,0,,,,2,5,0,0,0,0,25,,,,,,no,,no,0,0,0,,,,[],[],[]
5722155,"2024-06-18 21:15:00","2024-06-19 00:35:00",0,200,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,600,625,25,25,0,0,,,,2,5,0,0,0,0,25,,,,,,no,,no,0,0,0,,,,[],[],[]
5707664,"2024-06-15 19:30:00","2024-06-16 05:00:00",0,570,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,600,850,250,250,0,0,,,,2,5,0,0,0,0,25,,,,,,no,,no,0,0,0,,,,[],[],[]
5700751,"2024-06-14 19:50:00","2024-06-15 00:40:00",0,290,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,600,1055,455,455,0,0,,,,2,5,0,0,0,0,25,,,,,,no,,no,0,0,0,,,,[],[],[]
5694897,"2024-06-13 18:40:00","2024-06-14 00:30:00",0,350,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,600,729,129,129,0,0,,,,2,5,0,0,0,0,25,,,,,,no,,no,0,0,0,,,,[],[],[]
5665232,"2024-06-08 19:16:00","2024-06-08 23:15:00",0,239,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,600,2908,2308,2308,0,0,,,,2,5,0,0,0,0,25,,,,,,no,,no,0,0,0,,"got lucky, KK, flop KT3r, check raised to 100  he calls. turn 9 check he bet 200 i call, river 9 i check he shoves.",,[],[],[]
5659776,"2024-06-07 19:15:00","2024-06-08 05:22:00",0,607,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,600,882,282,282,0,0,,,,2,5,0,0,0,0,25,,,,,,no,,no,0,0,0,,,,[],[],[]
5652013,"2024-06-06 16:04:00","2024-06-07 00:37:00",0,513,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,700,1883,1183,1183,0,0,,,,2,5,0,0,0,0,25,,,,,,no,,no,0,0,0,,,,[],[],[]
5647914,"2024-06-05 19:55:00","2024-06-06 00:24:00",0,269,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,1200,805,-395,-395,0,0,,,,1,3,0,0,0,0,25,,,,,,no,,no,0,0,0,,,,[],[],[]
5640085,"2024-06-04 19:33:00","2024-06-05 00:45:00",0,312,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,1000,709,-291,-291,0,0,,,,1,3,0,0,0,0,25,,,,,,no,,no,0,0,0,,"had red AA, wasnt able to let go of top set in a flush board (could save 300$).",,[],[],[]
5609446,"2024-05-30 19:50:00","2024-05-31 03:10:00",0,440,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,1600,545,-1055,-1055,0,0,,,,2,5,0,0,0,0,25,,,,,,no,,no,0,0,0,,"Bet the pot for no reason with KQss on the turn on two spades+Q, AA shoved i called. then i all in pre with QQ vs AKo and lost 2/3.",,[],[],[]
5603341,"2024-05-29 21:10:00","2024-05-30 00:30:00",0,200,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,500,555,55,55,0,0,,,,1,3,0,0,0,0,25,,,,,,no,,no,0,0,0,,,,[],[],[]
5584096,"2024-05-25 20:59:00","2024-05-26 04:36:00",0,457,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,600,1399,799,799,0,0,,,,1,3,0,0,0,0,25,,,,,,no,,no,0,0,0,,,,[],[],[]
5578279,"2024-05-24 18:57:00","2024-05-25 03:16:00",0,499,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,800,1665,865,865,0,0,,,,2,5,0,0,0,0,25,,,,,,no,,no,0,0,0,,"I only called with a full house on J4482 with 88, this is a nitty as fk play and im unhappy with it.

to improve:

-why am i scared money?
-what happened that o.only called a potsize bet?",,[],[],[]
5572595,"2024-05-23 19:55:00","2024-05-24 05:50:00",0,595,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,1300,567,-733,-733,0,0,,,,2,5,0,0,0,0,25,,,,,,no,,no,0,0,0,,"Shoved with AKo got called by a small stack who had 72s he hit his 2 lol 

Then A4hh I 3-bet as sb vs BU he calls, flop comes J25hhc I check-raise all in, station called me with 44 and it held. 

I 3-bet AJcc and shoved vs a donk bet. Why did I do that? Need to think

The last aformwntioned hand makes me feel bad as its a huge blunder. 7/10

need to improve:

1. Follow stack size and effective stacks even when big pot is there

2. Make sensible bets and not shove the nuts on the flop.",,[],[],[]
5547301,"2024-05-18 20:03:00","2024-05-19 10:03:00",0,840,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,1200,767,-433,-433,0,0,,,,2,5,0,0,0,0,25,,,,,,no,,no,0,0,0,,"set of K got shit on again in a 680$ pot. but i did pay like a calling station someone with a set. Did 3 all ins as bluffs, 2 of them worked. 6/10",,[],[],[]
5540181,"2024-05-17 16:55:00","2024-05-18 07:05:00",0,850,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,1300,1795,495,495,0,0,,,,2,5,0,0,0,0,25,,,,,,no,,no,0,0,0,,"lost a shove with QQ to a rich gambler who called with 66 pre, and rivered a straight. Then lost a big pot when i had a nut flush draw. Its good that an overbluffer fed me his stack at the end. Technically, one of my best sessions. 1 point sub fir stayibg this late. 8/10",,[],[],[]
5532621,"2024-05-16 17:19:00","2024-05-17 00:33:00",0,434,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,1000,495,-505,-505,0,0,,,,2,5,0,0,0,0,25,,,,,,no,,no,0,0,0,,"Double straddle pot, KK UTG limp, no one raised, flop QT3 checked through, turn 4 another diamond someone check raised all in to 250$, pot was 200$.  Since player type has no bluffs although many combo draws are available, it was a clwar fold.

Otherwise i was cards dead as hell. Overall, im unhappy with how i played. 4/10",,[],[],[]
5526954,"2024-05-15 20:00:00","2024-05-16 00:10:00",0,250,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,500,551,51,51,0,0,,,,1,3,0,0,0,0,25,,,,,,no,,no,0,0,0,,"cards dead af nothing to say",,[],[],[]
5517526,"2024-05-13 17:37:00","2024-05-14 04:41:00",0,664,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,500,1515,1015,1015,0,0,,,,1,3,0,0,0,0,25,,,,,,no,,no,0,0,0,,,,[],[],[]
5507058,"2024-05-11 18:04:00","2024-05-11 23:28:00",0,324,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,500,765,265,265,0,0,,,,2,5,0,0,0,0,25,,,,,,no,,no,0,0,0,,,,[],[],[]
5501357,"2024-05-10 16:03:00","2024-05-11 00:40:00",0,517,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,500,770,270,270,0,0,,,,2,5,0,0,0,0,25,,,,,,no,,no,0,0,0,,"In the last few hours it was important for me to have a winning day, so i didnt 3-bet AKo. Overall i have played well. Dont have a grade in mind. lets say 7/10 because of the passivity in the end",,[],[],[]
5495193,"2024-05-09 17:17:00","2024-05-10 00:36:00",0,439,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,500,890,390,390,0,0,,,,1,3,0,0,0,0,25,,,,,,no,,no,0,0,0,,"played well, fked up river card in a 400$ pot. Whatever.",,[],[],[]
5484050,"2024-05-07 20:25:00","2024-05-08 00:35:00",0,250,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,700,779,79,79,0,0,,,,2,5,0,0,0,0,25,,,,,,no,,no,0,0,0,,,,[],[],[]
5477862,"2024-05-06 16:05:00","2024-05-06 21:32:00",0,327,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,500,1440,940,940,0,0,,,,2,5,0,0,0,0,25,,,,,,no,,no,0,0,0,,"Got
KK vs JJ and JJ full house the river. pretty lucky session overall. Played well (4 bet with JJ vs an aggressive 3-bettor). 8.5/10",,[],[],[]
5465557,"2024-05-04 17:33:00","2024-05-05 00:51:00",0,438,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,700,1995,1295,1295,0,0,,,,2,5,0,0,0,0,25,,,,,,no,,no,0,0,0,,"I played a mixture of neat (JJ limp, hit full house on J655K board and stacked someone) and aggressive poker (min click with nothing twice). I feel happy about the way i played overall, except for one spot: I 3-bet A8s,  sb bb call. flop comes A8Tcch (i have A8dd). i c-bet, sb shoves, BB tries to ahove on top 1.5 pot (650$ more into a 500$ pot) but couldnt. I tanked-folded, they both had a draw which missed. I think i should have called, even thiugh its the buttom of my valur range, there are so many draws that its a mandatory call. 7/10",,[],[],[]
5457663,"2024-05-03 15:49:00","2024-05-04 00:35:00",0,526,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,800,1010,210,210,0,0,,,,2,5,0,0,0,0,25,,,,,,no,,no,0,0,0,,"pretty cards dead, was coolered QQ vs KK (lost 200$, she checked one the turn was an A), coolered someone on a 997 rainbow board, i had K9s and opened he had 98",,[],[],[]
5449363,"2024-05-02 19:55:00","2024-05-03 00:35:00",0,280,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,800,557,-243,-243,0,0,,,,2,5,0,0,0,0,25,,,,,,no,,no,0,0,0,,"AQo i opened two callers, a reg 3-bet to 120$, i shoved as a bluff, he had AKo",,[],[],[]
5437658,"2024-04-30 19:48:00","2024-05-01 03:43:00",0,475,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,600,967,367,367,0,0,,,,1,3,0,0,0,0,25,,,,,,no,,no,0,0,0,,,,[],[],[]
5431015,"2024-04-29 19:27:00","2024-04-30 00:32:00",0,305,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,600,610,10,10,0,0,,,,2,5,0,0,0,0,25,,,,,,no,,no,0,0,0,,"cards dead as fk, i folded top two vs a check raise when a flush came on the river which i think was good (he did show Ah).",,[],[],[]
5419029,"2024-04-27 18:53:00","2024-04-28 04:38:00",0,585,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,700,770,70,70,0,0,,,,2,5,0,0,0,0,25,,,,,,no,,no,0,0,0,,"lost all in JJ vs TT 250$ played well, i should play more aggressive and sometimes 3bet stuff like suited connectors etc.",,[],[],[]
5412483,"2024-04-26 18:45:00","2024-04-27 00:34:00",0,349,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,500,865,365,365,0,0,,,,2,5,0,0,0,0,25,,,,,,no,,no,0,0,0,,"was close to doubling up my $800 stack as a fish shoved 99 vs my KK. ran it twice firdt card was a 9. 

I bluffed 6 high on the river got it through. Didnt 3-bet QQ? against a fish who always limps, didnt open KQo after a limp. but overall great poker. 9/10.",,[],[],[]
5395960,"2024-04-23 19:24:00","2024-04-24 00:34:00",0,310,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,900,460,-440,-440,0,0,,,,2,5,0,0,0,0,25,,,,,,no,,no,0,0,0,,"Overall played fine, a beginner hit his gutshot vs my set of 2 on AK2 rainbow, 

an aggro player 3-bet me when i had JJ board came 892cch bet call, turn was  Qc i checked he shoved for 1.5 pot i folded, he claims he had A6cc. Im not sure what part of my range should call there i need to think about it. 8.5/10",,[],[],[]
5390390,"2024-04-22 19:25:00","2024-04-23 00:31:00",0,306,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,700,905,205,205,0,0,,,,2,5,0,0,0,0,25,,,,,,no,,no,0,0,0,,"I've butchered QQ since i was too scared to play it well 200BB deep. from now on i will move a table when im scared, until i can afford not to be scared",,[],[],[]
5378101,"2024-04-19 21:30:00","2024-04-20 18:39:00",0,1269,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,1000,1070,70,70,0,0,,,,2,5,0,0,0,0,25,,,,,,no,,no,0,0,0,,,,[],[],[]
5361726,"2024-04-17 21:11:00","2024-04-18 05:05:00",0,474,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,1200,655,-545,-545,0,0,,,,2,5,0,0,0,0,25,,,,,,no,,no,0,0,0,,"Ran AK into AA vs a guy who ran his A3 vs me. Then QQ doubled me up. Then anothet AK i 4-bet 2 to 200$ two callers :( 

Its hard to give myself a score, not only im tired but im not sure 4-betting AKo and shoving  5-betit vs this guy is that bad.",,[],[],[]
5355720,"2024-04-16 20:10:00","2024-04-17 00:30:00",0,260,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,700,697,-3,-3,0,0,,,,2,5,0,0,0,0,25,,,,,,no,,no,0,0,0,,"I made a neaty fold with an overpair. action preflop was I had QQ on the Hj, CO calls, BU raises to $60, call,call. Flop was T82 checked through, turn was a 6 i check CO bet $85 Bu folded i called. river was a blank, i check he bet $175 and i folded. He had ATo. I thought his range is rich in pocket pairs, didnt think it through. 

1.5/10",,[],[],[]
5349392,"2024-04-15 20:38:00","2024-04-16 00:39:00",0,241,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,800,900,100,100,0,0,,,,2,5,0,0,0,0,25,,,,,,no,,no,0,0,0,,"tried to light 3-bet K8hh vs AA. Stacked a lady with AK when i flopped the nut straight QJT turn was 8 she had T9. Was value owned with QJ vs K7s top pair vs middle pair, and had JJ vs KK of a tight player, lost $100 there. Overall i played a solid game. 8/10.",,[],[],[]
5342948,"2024-04-14 19:15:00","2024-04-14 22:50:00",0,215,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,500,1220,720,720,0,0,,,,2,5,0,0,0,0,25,,,,,,no,,no,0,0,0,,"a short session, i played well, there was a spot when i flopped the nuts on a monotone board and raised anyways his bet, should have flatted. another spot i limp raise JJ he shovef i folded he showed TT lol. Could have gotten the 100$ promotion just showing my quads too. Whatever. im happy with my play.because i didnt think through the monotone board and i should always think about my opponents' range 7/10",,[],[],[]
5310364,"2024-04-08 19:33:00","2024-04-09 00:37:00",0,304,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,1000,745,-255,-255,0,0,,,,2,5,0,0,0,0,25,,,,,,no,,no,0,0,0,,"I had QQ in a 400$ 3 bet pot oop, board was low disconnected card 943ddh, A came on the turn and still I shoved my remaining $300 because thats whati plan to do on any card against a fish who overvalues suited aces. He had A9cc. Hes a fish but i played badly this hand, didnt think about his range and acted based on a plan and not based on thinking and ranges. 2/10",,[],[],[]
5305756,"2024-04-07 19:36:00","2024-04-08 00:02:00",0,266,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,1700,1160,-540,-540,0,0,,,,2,5,0,0,0,0,25,,,,,,no,,no,0,0,0,,"limped-raise AA from UTG to $180 from a 400$ stack, two callers. Flop comes 452 rainbow. Fish shoves I snap, runout is sth like 73, I show my straight, he shows 46 for a higher straight.

In a 3-bet pot, I shove AKo, two other AKo called, I lost to both of them (flush).

8.5/10 play quality",,[],[],[]
5297358,"2024-04-06 19:30:00","2024-04-07 01:00:00",0,330,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,1000,470,-530,-530,0,0,,,,2,5,0,0,0,0,25,,,,,,no,,no,0,0,0,,"Cards dead for hours, played bad in a limped pot and got coolered there (second nut straight vs nut straight). 3/10 quality of play (there was no reason to shove there, also didnt think clearl about his range).",,[],[],[]
5289435,"2024-04-05 20:40:00","2024-04-06 00:46:00",0,246,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,700,698,-2,-2,0,0,,,,2,5,0,0,0,0,25,,,,,,no,,no,0,0,0,,"Pretty cards dead, made the most from
my KK and set of 7s, in the last hand i had overpair TT and villian had quads :)",,[],[],[]
5282367,"2024-04-04 18:47:00","2024-04-05 00:46:00",0,359,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,500,490,-10,-10,0,0,,,,2,5,0,0,0,0,25,,,,,,no,,no,0,0,0,,,,[],[],[]
5166673,"2024-03-16 22:31:00","2024-03-17 03:56:00",0,325,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,1700,1535,-165,-165,0,0,,,,2,5,0,0,0,0,25,,,,,,no,,no,0,0,0,,"I played poorly AA (i 3-bet preflop, he donks on JT3 2 clubs to 40 i raise to $100 not thinking much he called. Turn 9 off he donks again to $150 and i shoved). 4/10",,[],[],[]
5159539,"2024-03-15 20:10:00","2024-03-16 00:41:00",0,271,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,600,385,-215,-215,0,0,,,,2,5,0,0,0,0,25,,,,,,no,,no,0,0,0,,"Played a forced session while breaking up eeith my wife bc of electricity outage, was cards dead mostly, not going to score myself. NA/10",,[],[],[]
5147776,"2024-03-13 19:30:00","2024-03-14 00:43:00",0,313,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,500,531,31,31,0,0,,,,2,5,0,0,0,0,25,,,,,,no,,no,0,0,0,,"Early i had AA vs KK, and despite being up 400$ early, I was breaking even by end of session. Ran a bluff against aggrofish costed me 250$ (agrofish shoved vs my nutflush draw), folded AKo vs an older gentleman who 4 bet me from 45$ to 200$, he showed A5s. Another hand i had 88 and decided to limp-raise against aggrofish on straddle. He called. board was 972K 3 diamonds (i didnt have diamond in my hand) and i folded, another $110 there.

5.5/10",,[],[],[]
5143002,"2024-03-12 19:36:00","2024-03-13 00:40:00",0,304,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,700,1748,1048,1048,0,0,,,,2,5,0,0,0,0,25,,,,,,no,,no,0,0,0,,"Ran like a god, had KK, AK preflop from which i made 400$, i hit two quads on the flop from which i gained 200$ altogether.

Had an annoying hand where i squizzed ATs, T74 two spades, i cbet, turn is a 5 he shoves i fold not seeing his bluffs, he had Q high flush draw, so i misread the board again. have to work on it. 7/10",,[],[],[]
5113864,"2024-03-07 16:55:00","2024-03-08 00:10:00",0,435,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,900,1810,910,910,0,0,,,,2,5,0,0,0,0,25,,,,,,no,,no,0,0,0,,"I've played pretty poorly, specifically I didnt  see another one to a straight, board was 4678T had 88, didn’t see the 9 to a straight…sitting there with 88 i thought how is it possible that he has a 5 and i called, he had 99. 

I won my money because 2 fish punted the money into my A pair nut flush draw on turn (but board was one to a straight) and vs my Q high flush.

Since i didnt lose my mind, 6/10.",,[],[],[]
5107987,"2024-03-06 19:28:00","2024-03-07 00:42:00",0,314,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,500,1815,1315,1315,0,0,,,,2,5,0,0,0,0,25,,,,,,no,,no,0,0,0,,"ive played well and with patience, was card dead until i coolered someone with a set. Ran hot after that. Cant score myself as hands were straightforward. NA/10",,[],[],[]
5100667,"2024-03-05 19:16:00","2024-03-06 00:38:00",0,322,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,500,963,463,463,0,0,,,,2,5,0,0,0,0,25,,,,,,no,,no,0,0,0,,"I played very well, made the right call with AK on the turn multiway and the correct fold on the river.Also i had the balls to 3bet QJs multiway to 100 and then shove for the pot on a dry board.  That being said, i shouldnt have folded 77 to a 3 bet when i was utg vs a 3 bet by utg+2 because we were deep enough for me to mineset. 8/10",,[],[],[]
5082504,"2024-03-02 18:32:00","2024-03-03 00:58:00",0,386,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,500,1125,625,625,0,0,,,,2,5,0,0,0,0,25,,,,,,no,,no,0,0,0,,"i played AA in a terrible way, made the minimum there. Folded JJ as sb vs a shortstack who never 3 bet. Im a god, he had KK. Overall standard day. a few spots i could play better. 7/10.",,[],[],[]
5074946,"2024-03-01 19:38:00","2024-03-02 00:42:00",0,304,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,1000,845,-155,-155,0,0,,,,2,5,0,0,0,0,25,,,,,,no,,no,0,0,0,,"unfortunate first hours, i was cards dead and when i wasnt i got coolered (opened A8s flop k88 turn 2 he called river 5 he had 55). overall i played well,bluffed nicely in a big pot too. i stayed cool throught. 8.5/10",,[],[],[]
5051116,"2024-02-28 18:16:00","2024-02-29 00:45:00",0,389,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,1000,627,-373,-373,0,0,,,,2,5,0,0,0,0,25,,,,,,no,,no,0,0,0,,"finally booked a loss after 13 sessions lol, had a combo draw which missed everything in the first hand i was dealt, that costed me $200. i 4-bet light a reg with AJo (his 3 bet sizing was a tell), reg folded, donkey called with 87o board is 873r lol...(lucky he donkey bet). 3 bet KQo board was K26 donkey had 66 that costed me $200 (he bet tiny on river, i could have folded turn after he donks turn 2 after i raised).

unfortunate day, its ok. overall i played well and aggressive. 7.5/10 (fold vs donk would be nice on the flop, also i shived 88 on 98Tr board double straddle when he donked into me, could have just raised).",,[],[],[]
5025786,"2024-02-24 19:19:00","2024-02-24 23:53:00",0,274,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,500,865,365,365,0,0,,,,2,5,0,0,0,0,25,,,,,,no,,no,0,0,0,,"another cooler, had 99 and the flop came AA9, still managed to lose a big pot there vs A4 (4 on the river). Won twice all in preflop, got it in with TT and AA. Cards dead otherwise. Not enough hands to determine play quality score NA/10",,[],[],[]
5020348,"2024-02-23 18:16:00","2024-02-24 06:05:00",0,709,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,1200,1360,160,160,0,0,,,,2,5,0,0,0,0,25,,,,,,no,,no,0,0,0,,"got coolered fh (666jj) vs fh (qqqjj).
lucky to make it back with TT vs 55 all in weird late night/morning pot. wasnt disciplined enough to end the session in a timely manner.
just because of that 5/10 (poker wise i think that i was close to 9/10).",,[],[],[]
5012077,"2024-02-22 18:34:00","2024-02-23 00:41:00",0,367,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,1000,1095,95,95,0,0,,,,2,5,0,0,0,0,25,,,,,,no,,no,0,0,0,,"was coolered in a 2k pot,when my top set was thr nuts on the turn (1200$ pot) and he rivered the nut flush

I could have folded in a small hand BU vs BB when he overbet river and i rivered top pair no kicker.  

also not sure about folding AQo in this spot: i 3-bet to 45 he called. flop was AJ2 two hearts, checked theough. turn is a 4. he checks i bet 55$ he check raised to 250$. it's an underbluffed spot, not sure if its a call? i folded but need to look into it",,[],[],[]
5004438,"2024-02-21 19:00:00","2024-02-22 00:40:00",0,340,"Cash Game","Texas Holdem","No Limit",Full-Ring,Playground,Casino,CAD,1,600,887,287,287,0,0,,,,2,5,0,0,0,0,25,,,,,,no,,no,0,0,0,,"Pretty cards dead, I think that i played well today, but not too many spots so score is NA",,[],[],[]
